Record_ID,Original_Record_ID,County,Sub_Location,Date_Start,Date_End,Incident_Summary,Conflict_Type,Conflict_Subtype,Parties_Involved,Full_Text_Description,Source_Name,Source_URL,Data_Source_Type,Latitude,Longitude,Casualties_Reported,Displaced_Persons,Legal_Status,Outcome_Status,NLP_Keywords,Verified,Confidence_Score,Notes
KEN-NBI-035,KEN-NBI-035,Nairobi,Kayole - Mihang'o,5/1/2024,12/31/2024,"Following the April 2024 floods, residents of flood-prone Mihang'o area in Kayole received eviction notices. Civil society groups challenged the evictions as violating constitutional rights without alternative housing.",Water-Land,Land-Water Eviction - Post 2024 Floods,Mihang'o Residents; National Government; Nairobi County; Human Rights Groups,"The April 2024 floods in Nairobi triggered a government-wide enforcement campaign against riparian and flood-prone land occupation. In Mihang'o, Kayole, residents received eviction notices. Many families had lived in the area for over 20 years. Civil soc",Standard Media,https://www.standardmedia.co.ke/nairobi/article/2001494577/residents-living-on-riparian-land-cry-foul-over-forceful-eviction,Print/Online News,-1.269,36.921,0,1000+,Eviction Notice - Legal Challenge,Contested,"Mihang'o, Kayole, floods 2024, eviction, housing rights, civil society, constitutional rights, Nairobi",Yes,0.86,Standard Media directly cited.
KEN-NBI-037,KEN-NBI-037,Nairobi,Mathare - Gwa Kairu,4/1/2024,11/5/2024,The High Court ruled that forced evictions and demolitions in Mathare and Gwa Kairu slums following the April 2024 floods were illegal and unconstitutional. Government ordered to compensate displaced residents.,Water-Land,Forced Eviction - Riparian - Court Ruled Illegal,Government of Kenya; Nairobi County; Mathare Residents; Gwa Kairu Residents; High Court Justice Mogeni,"Following the April 2024 floods in Nairobi, the government issued directives to evict all residents on riparian and flood-prone land. In Mathare and the neighbouring Gwa Kairu area, bulldozers accompanied by police demolished homes without adequate notic",Standard Media; Citizen Digital,https://www.standardmedia.co.ke/national/article/2001505922/court-finds-nairobi-slums-evictions-were-illegal-orders-compensation,Print/Online News; Court,-1.261,36.869,0,1500+,High Court Ruling - Compensation Ordered,Resolved - Compensation Pending,"Mathare, Gwa Kairu, forced eviction, riparian, floods 2024, High Court, unconstitutional, compensation, Justice Mogeni",Yes,0.95,Standard Media and Citizen Digital directly cited. Court ruling confirmed. Very high confidence.
KEN-NBI-039,KEN-NBI-039,Nairobi,Kiamaiko,4/1/2024,11/5/2024,Kiamaiko residents forcibly evicted after April 2024 floods. High Court ruled evictions illegal. Justice Mogeni ordered government compensation for loss of property. Residents left homeless without alternative shelter.,Water-Land,Forced Eviction - Court Ruled Illegal,Government of Kenya; Nairobi County; Kiamaiko Residents; High Court Justice Mogeni,"Kiamaiko, an informal settlement in Huruma area of Nairobi, was among the slums targeted for eviction after the April 2024 floods. Residents argued they had lived there for decades without tenure insecurity becoming an issue until the flood-related evict",Standard Media; Hakijamii; Citizen Digital,https://www.standardmedia.co.ke/national/article/2001505922/court-finds-nairobi-slums-evictions-were-illegal-orders-compensation,Print/Online News; NGO; Court,-1.259,36.867,0,800+,High Court Ruling - Compensation Ordered,Resolved - Compensation Pending,"Kiamaiko, Huruma, forced eviction, floods 2024, unconstitutional, High Court, Hakijamii, land tenure",Yes,0.94,Standard Media and Hakijamii directly cited.
KEN-NBI-056,KEN-NBI-056,Nairobi,Mathare - Bondeni Village,4/24/2024,4/30/2024,"Flash floods in April 2024 killed multiple residents of Bondeni Village in Mathare, Nairobi, when the Mathare River burst its banks. The area had been previously identified as a flood-risk riparian zone.",Water-Land,Flash Flood Deaths - Riparian Settlement,Bondeni Village Residents; Kenya Red Cross; Nairobi County; National Disaster Management Unit,"On April 24, 2024, catastrophic flash floods struck the Mathare Valley following an extreme rainfall event. Bondeni Village, located on the banks of the Mathare River, was among the most severely affected. Multiple residents were killed when the river bu",Kenya Red Cross; Nairobi County; Standard Media; NDMU,https://standardmedia.co.ke,Emergency Response; County Government; Print/Online News,-1.262,36.859,10+,500+,Post-Flood Emergency Response,Resolved - Eviction Ruled Illegal,"Bondeni Village, Mathare, flash flood, April 2024, Mathare River, deaths, Kenya Red Cross, riparian, NDMU",Yes,0.92,Well-documented April 2024 flood event.
NBI-004,NBI-004,Nairobi,Mukuru kwa Njenga,6/1/2021,9/30/2021,"Over 40,000 people left homeless in Mukuru kwa Njenga evictions related to Nairobi Expressway construction",Land Conflict,Eviction for Infrastructure (Expressway),"Nairobi Metropolitan Service, Mukuru residents, private landowners","In 2021, approximately 40,000 people were evicted from Mukuru kwa Njenga settlement when bulldozers demolished homes for a link road connecting an industrial area to the Nairobi Expressway. Residents subsequently discovered the link road did not even pas",ROAPE,https://roape.net/2022/11/01/demolition-colonialism-in-nairobi/; https://roape.net/2024/07/19/first-came-the-floods,Academic / Investigative,-1.24,36.878,0,"40,000+",No successful legal action,Residents returned to site within months of demolition,eviction Mukuru Nairobi expressway infrastructure 2021 forced displacement,High,0.91,Part of systematic pattern of demolitions in Nairobi informal settlements
NBI-005,NBI-005,Nairobi,Kilimani (Ole Dume Road),5/1/2025,5/13/2026,"Elite Court, upmarket residential estate on Kirichwa Kubwa riparian corridor, served with eviction and demolition notices",Riparian Land Conflict,Demolition Notice / Legal Dispute,"Nairobi Rivers Commission, Elite Court residents / property owners",Elite Court on Ole Dume Road in Kilimani was marked for demolition as part of the Nairobi River Commission's riparian land crackdown. Nairobi Governor Johnson Sakaja confirmed the building sits on riparian land along the Kirichwa Kubwa River and has expe,Daily Nation; East Leigh Voice; Kenya Times,https://nation.africa/kenya/counties/nairobi/upmarket-buildings-in-nairobi-marked-for-demolition--5445370; https://eastleighvoice.co.ke/news/343948/; https://thekenyatimes.com/national/nairobi-floods-eviction/,News,-1.256,36.8003,0,Hundreds of tenants,Legal dispute ongoing; property owners contested demolition,Court upheld state authority to demarcate riparian boundaries (Mar 2026),riparian demolition Kilimani Elite Court Nairobi 2025 2026 flood,High,0.95,Linked to Business Daily Africa report on court ruling March 2026
NBI-006,NBI-006,Nairobi,Kilimani (Kingara Court),4/1/2025,5/13/2026,Sections of Kingara Court marked for demolition after confirmation they were built within 10-metre riparian buffer of Kirichwa Kubwa River,Riparian Land Conflict,Demolition Notice / Legal Dispute,"Nairobi Rivers Commission, Kingara Court residents",A multi-agency team confirmed that sections of Kingara Court were constructed within the 10-metre riparian buffer along the Kirichwa Kubwa River. Nairobi Governor Sakaja confirmed that demolition notices have been issued. The enforcement action is part o,Daily Nation,https://nation.africa/kenya/counties/nairobi/upmarket-buildings-in-nairobi-marked-for-demolition--5445370,News,-1.284,36.798,0,Not specified,Demolition notices issued; legal disputes possible,Pending,riparian Kingara Court Kirichwa Kubwa Nairobi demolition 2025,Medium,0.85,Co-occurring with Elite Court action
NBI-007,NBI-007,Nairobi,Kileleshwa,6/1/2019,8/31/2019,Shell petrol station and Java Restaurant in Kileleshwa demolished for encroaching on riparian reserve,Riparian Land Conflict,Commercial Demolition,"NEMA, Nairobi County, Shell Petrol Station / Java Restaurant owners",A Shell Petrol station and a Java Restaurant in the upmarket Kileleshwa estate in Nairobi became among the first high-profile demolitions when the government cracked down on buildings encroaching on riparian reserves. The demolitions were conducted under,Daily Nation,https://nation.africa/kenya/life-and-style/dn2/the-riparian-dilemma-and-why-the-zones-matter-120232,News,-0.85,36.7883,0,Commercial tenants affected,Demolished per court/government order,Demolition completed 2019,riparian Kileleshwa petrol station Java demolition Nairobi 2019,High,0.9,First wave of 2018-2019 high-profile riparian demolitions
NBI-014,NBI-014,Nairobi,Mathare,5/1/2024,6/30/2024,Mathare school administrators asked to pay KSH 1 million to avoid demolition during 2024 flood eviction crackdown,Land Conflict,School Extortion / Demolition Threat,"School administrators, unidentified actors claiming land ownership","During the 2024 post-flood evictions in Mathare, administrators at a school recounted to the Nation newspaper how they were asked to part with KSH 1 million (approx. USD 7,500) so that the school would be spared demolition. This was part of a broader pat",ROAPE,https://roape.net/2024/07/19/first-came-the-floods,News / Investigative,-1.02,36.8572,0,School community threatened,Not formally reported,Ongoing impunity,Mathare school extortion demolition 2024 Nairobi land conflict KSH million,Medium,0.82,Documented within broader ROAPE investigative piece on Mathare evictions
NBI-015,NBI-015,Nairobi,Kawangware,4/1/2024,6/30/2024,Kawangware informal settlement affected by 2024 floods and subsequent government eviction orders along riparian corridors,Riparian Land Conflict,Flood-related Displacement,"Nairobi County, Kawangware residents","Kawangware was among the informal settlements hit by the 2024 Kenya floods (April–May), which killed at least 267 people nationally and displaced over 380,000. The government issued blanket evacuation orders for all residents within 30 metres of ripari",IDS Sussex,https://www.ids.ac.uk/opinions/double-disaster-flood-fallout-and-state-eviction-in-nairobi-karachi/,Academic,-1.09,36.7574,Part of national 267 deaths,"Part of 380,000 displaced",No formal action; eviction orders issued,Displacement ongoing,Kawangware Nairobi flood eviction 2024 riparian informal settlement,High,0.87,Part of May 2024 national flood crisis
KMB-001,KMB-001,Kiambu,Lari (Lari Swamp / Ruiru River catchment),7/17/2023,12/9/2024,Water Resource Authority orders demolition of structures on Kiambu/Lari parcels within Lari swamp—a key water source for Ruiru River and greater Nairobi—triggering legal battle,Water Catchment Conflict,Water Authority vs Private Landowners,"Water Resource Authority, 29 private landowners (Gitau & others), Kiambu County","In July 2023, 29 plaintiffs (Gitau & others) filed Environment & Land Case E009 of 2023 seeking an injunction against the Water Resource Authority (WRA) and Kiambu County Government to prevent demolition of their buildings on 20 parcels of land in Lari.",Kenya Law,https://new.kenyalaw.org/akn/ke/judgment/keelc/2024/13720/eng@2024-12-09,Court Judgment,-1.267,36.68,0,29+ households threatened,Legal proceedings; ruling Dec 2024,Court ruling issued December 2024,Lari swamp water catchment Kiambu conflict court 2023 2024 Ruiru River WRA,High,0.95,Primary source: Kenya Law ELC judgment KEELC 13720
MCK-001,MCK-001,Machakos,Mavoko / Athi River,10/1/2023,9/30/2024,"Hundreds evicted from EAPCC land in Athi River (Oct 2023); dozens more from NSSF land in Katani, Mavoko (Sep 2024)",Land Conflict,Forced Eviction from Private/Institutional Land,"NSSF Staff Pension Scheme, East African Portland Cement Co, Mavoko residents","In October 2023, hundreds of residents lost homes when bulldozers evicted them from East African Portland Cement Company (EAPCC) land in Athi River, Machakos County, in an 11-day operation. The Aimi Ma Lukenya (AML) Association had contested ownership of",The Star; Daily Nation; TI Kenya,https://www.the-star.co.ke/news/2024-09-06-tens-left-homeless-as-nssf-effects-eviction-order-in-mavoko/; https://nation.africa/kenya/counties/machakos/5-000-homeowners-face-eviction-from-kmc-land-in-athi-river--5038138; https://www.tikenya.org/wp-content,News / Policy,-1.256,37.0,0,Hundreds (2023); dozens (2024),Court judgments favour EAPCC and NSSF; residents evicted per court orders,Residents displaced; no resettlement provided,Mavoko Athi River Machakos eviction EAPCC NSSF land conflict 2023 2024,High,0.96,Multiple primary news sources; court judgment cited
MCK-003,MCK-003,Machakos,Athi River (Njogu-ini Estate),7/10/2024,5/21/2025,"5,000 homeowners and tenants face eviction from 145-acre KMC land in Njogu-ini, Athi River after court ruling",Land Conflict,Forced Eviction from Institutional Land,"Kenya Meat Commission (KDF management), ~5,000 homeowners and tenants","The Kenya Meat Commission (KMC), under Kenya Defence Forces management since 2021, issued a 14-day vacation notice on May 7, 2025 to unlawful occupants of LR No. 10281 measuring 145 acres in Njogu-ini, Athi River. The notice expires May 21, 2025. This fo",Daily Nation,https://nation.africa/kenya/counties/machakos/5-000-homeowners-face-eviction-from-kmc-land-in-athi-river--5038138,News,-1.12,37.001,0,"5,000+ homeowners and tenants",Court judgment issued July 2024; eviction notice May 2025,Eviction proceedings underway as of May 2025,Njogu-ini Athi River Machakos KMC eviction land conflict 2024 2025 KDF,High,0.96,"Primary source: Daily Nation, May 12 2025"
KEN-NBI-041-B,KEN-NBI-041,Nairobi,Nairobi Informal Settlements - Cabinet Order,4/30/2024,12/31/2024,"Following the April 2024 floods, Cabinet issued orders requiring all residents of risk-prone and riparian areas to move out. Amnesty Kenya issued a solidarity statement condemning the evictions of informal settlement residents.",Water-Land,Presidential Cabinet Order - Riparian Eviction,President William Ruto; Cabinet; Nairobi Informal Settlement Residents; Amnesty Kenya; Human Rights Groups,"Following the catastrophic April 2024 floods in Nairobi that killed over 70 people, the Government of Kenya's Cabinet issued formal orders for all persons to move out of risk-prone and riparian areas. The order was published on the President's official w",TI Kenya; Amnesty Kenya; Government of Kenya,https://www.president.go.ke,Government; NGO,-1.2864,36.8172,0,50000+,Cabinet Order - Enforcement Ongoing,Ongoing - Disputed,"Cabinet order, riparian, risk-prone areas, April 2024 floods, Amnesty Kenya, informal settlements, Nairobi, civil society",Yes,0.93,TI Kenya review cites GoK and Amnesty Kenya directly.
KEN-NBI-044-B,KEN-NBI-044,Nairobi,Mathare Valley,4/24/2024,4/24/2024,"On 24 April 2024 the Mathare River burst its banks due to heavy rainfall, killing dozens of residents. The disaster triggered the national riparian eviction policy and the KSh 50 billion Nairobi River Regeneration Programme.",Water-Land,Mathare River Flood Deaths - April 2024,Mathare Valley Residents; National Government; Nairobi County; Kenya Red Cross,"On the night of 24 April 2024, extremely heavy rainfall caused the Mathare River to burst its banks in the Mathare Valley informal settlement in Nairobi. Multiple houses built directly on or adjacent to the river were washed away. Dozens of residents die",Standard Media; Nation Media; Kenya Red Cross,https://standardmedia.co.ke,Print/Online News; NGO,-1.258,36.87,30+,2000+,Emergency Response - Cabinet Order for Eviction,Enforced - Eviction Drive Launched,"Mathare Valley, April 2024 floods, deaths, Mathare River, riparian, disaster, Nairobi, Kenya Red Cross, KSh 50 billion",Yes,0.92,"Multiple well-documented sources confirm event, casualties, and policy response."
KEN-NBI-046-B,KEN-NBI-046,Nairobi,Nairobi CBD - Tom Mboya Street Drainage,4/1/2022,12/31/2024,"Blocked storm drainage channels in the Nairobi CBD regularly flood Tom Mboya Street and adjacent commercial streets due to illegal solid waste dumping into drainage inlets by vendors, creating recurring land-water use conflicts.",Water-Land,Urban Storm Drainage Blockage Conflict,Nairobi County; Kenya Urban Roads Authority (KURA); CBD Businesses; NEMA; Street Vendors,"The Nairobi Central Business District suffers from chronic storm drainage blockage, primarily caused by traders and vendors dumping solid waste into drainage inlet chambers. During significant rain events, major commercial streets including Tom Mboya Str",KURA; NEMA; Nation Media; Standard Media,https://standardmedia.co.ke,Regulatory; Print/Online News,-1.2833,36.8172,0,Unknown,Enforcement Sweeps - Chronic Recurrence,Ongoing - Systemic,"CBD, Tom Mboya Street, drainage, solid waste, flooding, KURA, NEMA, Nairobi, vendor, urban governance",Yes,0.78,Well-documented pattern in Nairobi urban governance literature.
KEN-NBI-069,KEN-NBI-069,Nairobi,Nairobi Industrial Area - Ngong River,5/2/2024,12/19/2025,A private printing company in Nairobi's Industrial Area successfully challenged an Interior CS Public Security Order dated 2 May 2024 directing riverside properties to vacate. The ELC found the order was issued without lawful authority or notice. Lady Ju,Water-Land,Industrial Area Printing Firm - Riparian Eviction Challenge 2024,Private Printing Company (LR 209/18655); Cabinet Secretary for Interior; NEMA; Nairobi City County; WRA; NLC; Ministry of Environment; Lady Justice Ann Omollo - ELC,Kenyans.co.ke and Dawan Africa reported in December 2025 that a private printing company holding Land Reference No. 209/18655 in Nairobi's Industrial Area won a decisive ELC judgment protecting its property from forced eviction. The company had challenge,Kenyans.co.ke; Dawan Africa,https://www.kenyans.co.ke/news/119220-court-blocks-forced-eviction-nairobi-printing-firm-orders-cleanup-river-dumping,Print/Online News; Court Record,-1.311,36.843,0,0,ELC Judgment - Order Quashed December 2025,Resolved (Judgment for Petitioner),"Ngong River, Industrial Area, printing firm, LR 209/18655, CS Interior, ELC, Lady Justice Omollo, certiorari, dumping, 2024",Yes,0.97,"Multiple sources directly cited. Named parties, land reference and judgment confirmed. Very high confidence."
KEN-NBI-072,KEN-NBI-072,Nairobi,Nairobi - Multiple Rivers - CS Notice December 2025,12/12/2025,5/13/2026,"On 12 December 2025, Cabinet Secretary Alice Wahome published a formal notice announcing commencement of demarcation and harmonisation of riparian reserves along nine Nairobi river corridors starting 22 December 2025, covering the Nairobi, Mathare, Ngong",Water-Land,CS Alice Wahome Riparian Demarcation Notice - December 2025,CS Alice Wahome (State Department for Lands); Director of Physical Planning; Director of Surveys; Property Owners along 9 Nairobi River Corridors,"Kenya Times reported on 12 December 2025 that CS Alice Wahome published a formal public notice pursuant to Cabinet Memorandum Issue No. 6 of 2024, dated 30 April 2024, announcing commencement of activities to complete the demarcation and harmonisation of",Kenya Times; Kenyans.co.ke,https://thekenyatimes.com/latest-kenya-times-news/mass-eviction-looms-in-nairobi-as-govt-issues-notice-to-landlords-tenants-and-property-owners/,Print/Online News; Government,-1.2864,36.8172,0,50000+,Formal Notice - Active Demarcation,Ongoing - Active Process,"CS Wahome, riparian demarcation, December 2025, nine rivers, Nairobi, Ngong, Mathare, Mbagathi, Ruaka, Kibagare",Yes,0.97,"Kenya Times directly cited. Named CS, Cabinet Memo and nine rivers confirmed."
KEN-NBI-073,KEN-NBI-073,Nairobi,Nairobi - Korogocho - Nairobi River,11/1/2025,5/13/2026,"Governor Sakaja announced plans to evict residents of Korogocho living along the Nairobi River riparian corridor in late 2025, stating the law must be followed but compensation must be fair. The Nairobi River Commission clarified any eviction requires a",Water-Land,Korogocho Riparian Eviction - Nairobi River,Korogocho Residents; Nairobi County Government; Nairobi River Commission; National Government,"Kenya Times (December 2025) reported that in November 2025, Governor Johnson Sakaja outlined measures his administration plans to implement ahead of a planned eviction of the Korogocho community, which lives along the Nairobi River corridor. He stated: '",Kenya Times,https://thekenyatimes.com/latest-kenya-times-news/mass-eviction-looms-in-nairobi-as-govt-issues-notice-to-landlords-tenants-and-property-owners/,Print/Online News; Government,-1.24,36.88,0,10000+,Active - Eviction Process Under Nairobi River Commission,Ongoing,"Korogocho, Nairobi River, riparian, Sakaja, eviction, compensation, Margaret Wanjiru, resettlement, 2025",Yes,0.94,Kenya Times directly cited. Named parties and commission clarification confirmed.
